NAME_2,NAME_3,lat,long,avg_rainfall,max_rainfall,elevation,slope,ndvi,month,year,landcover_class,population_density,drainage_density,distance_to_river,banjir
Banggai Laut,Banggai Laut_Kec_13,-0.950086,123.433848,166.51,191.17,58.43,7.38,0.521,1,2020,Tree Cover,203.36,5.166,28.51,1
Banggai Laut,Banggai Laut_Kec_6,-0.565982,123.868615,202.73,265.82,138.4,6.3,0.65,10,2023,Tree Cover,300.13,1.247,713.73,0
Banggai Kepulauan,Banggai Kepulauan_Kec_19,-0.391423,119.641556,115.95,138.9,249.63,16.37,0.648,12,2019,Tree Cover,326.71,4.493,1019.99,0
Poso,Poso_Kec_13,-0.461396,123.529223,243.48,253.05,58.84,12.66,0.473,5,2018,Agriculture,170.48,3.812,374.11,0
Poso,Poso_Kec_10,-1.104649,121.093045,126.27,207.26,147.46,17.14,0.307,9,2019,Agriculture,288.99,2.496,1023.9,0
Morowali Utara,Morowali Utara_Kec_19,-0.331871,121.648043,180.98,243.3,151.81,7.02,0.664,3,2024,Tree Cover,167.9,2.158,89.05,0
Banggai Kepulauan,Banggai Kepulauan_Kec_11,-0.242326,122.538763,81.12,114.18,49.58,14.51,0.618,10,2022,Tree Cover,29.17,4.228,150.7,0
Tojo Una-Una,Tojo Una-Una_Kec_15,-0.564126,123.852635,177.44,294.02,24.52,7.38,0.151,5,2024,Bareland,575.32,5.379,182.84,0
Banggai Laut,Banggai Laut_Kec_7,-0.542185,119.59062,281.04,297.68,198.0,5.02,0.599,9,2020,Tree Cover,342.34,5.068,531.02,1
Banggai,Banggai_Kec_16,0.574675,121.756471,166.69,207.76,428.37,9.31,0.341,8,2020,Agriculture,317.92,2.902,160.44,0
Banggai Laut,Banggai Laut_Kec_3,0.743784,122.227926,148.17,208.85,144.05,9.81,0.173,12,2018,Bareland,1288.02,0.32,344.56,1
Banggai,Banggai_Kec_20,-0.66232,123.656839,130.52,212.08,199.93,20.32,-0.083,10,2018,Bareland,406.84,0.885,889.74,0
Donggala,Donggala_Kec_8,0.42676,120.349405,157.54,204.01,277.24,15.89,0.388,6,2024,Tree Cover,769.0,1.876,428.88,0
Parigi Moutong,Parigi Moutong_Kec_7,-0.641364,122.442525,169.48,182.62,395.4,15.85,0.142,3,2024,Agriculture,381.54,2.732,2545.61,0
Palu,Palu_Kec_2,-0.151972,122.166257,215.99,287.81,50.99,26.78,0.558,10,2021,Tree Cover,492.97,4.672,1379.2,0
Parigi Moutong,Parigi Moutong_Kec_16,1.149917,123.433542,186.97,261.46,32.65,24.11,0.546,6,2023,Tree Cover,428.23,5.393,1752.25,0
Banggai Kepulauan,Banggai Kepulauan_Kec_3,0.902883,124.480788,166.75,226.24,57.27,9.33,0.582,10,2017,Tree Cover,133.29,5.986,221.13,0
Tojo Una-Una,Tojo Una-Una_Kec_14,-0.566425,120.150403,148.03,194.0,306.25,2.34,0.617,7,2024,Tree Cover,563.14,3.402,783.84,0
Banggai Laut,Banggai Laut_Kec_19,-0.03919,122.404752,238.44,273.67,98.61,30.96,0.424,11,2019,Agriculture,36.74,5.974,3175.63,0
Tolitoli,Tolitoli_Kec_13,0.613242,123.075501,120.38,174.09,121.31,19.58,0.35,9,2023,Tree Cover,83.68,3.909,257.58,0
Morowali Utara,Morowali Utara_Kec_8,0.107821,122.496511,178.14,201.75,121.46,21.51,0.455,11,2022,Agriculture,1135.3,4.827,2593.72,0
Banggai Laut,Banggai Laut_Kec_1,-0.334513,121.509436,162.07,177.54,64.87,13.37,0.189,4,2018,Agriculture,258.47,1.515,938.7,0
Buol,Buol_Kec_14,-0.295273,124.380935,99.35,194.11,321.96,13.6,0.466,5,2018,Agriculture,351.06,2.118,457.3,0
Sigi,Sigi_Kec_17,0.207926,123.959466,174.68,180.05,311.57,7.2,0.596,5,2023,Tree Cover,23.72,5.808,463.48,0
Tojo Una-Una,Tojo Una-Una_Kec_2,0.59488,121.13127,99.25,126.42,27.78,15.84,0.469,2,2020,Agriculture,171.8,5.195,134.66,0
Donggala,Donggala_Kec_15,-0.346386,121.012098,217.6,276.07,29.5,7.58,0.331,1,2015,Agriculture,50.78,2.785,292.76,1
Buol,Buol_Kec_15,-1.629064,121.593036,236.94,277.31,170.8,21.79,0.595,1,2023,Tree Cover,343.99,5.645,12.76,1
Banggai Laut,Banggai Laut_Kec_17,-0.387398,122.780275,242.13,309.74,214.64,19.24,0.437,8,2015,Tree Cover,21.69,4.916,570.92,0
Buol,Buol_Kec_15,-0.261309,123.84803,169.69,217.25,538.6,5.9,0.397,3,2020,Tree Cover,240.82,4.963,269.17,1
Banggai,Banggai_Kec_15,1.10978,122.356302,132.5,152.62,319.63,10.63,0.244,9,2023,Agriculture,486.71,1.553,587.3,0
Tolitoli,Tolitoli_Kec_16,-0.033201,123.258381,217.47,317.31,11.0,7.26,0.223,8,2016,Tree Cover,118.61,5.694,2315.49,0
Poso,Poso_Kec_8,0.973567,123.429063,187.11,267.07,191.03,9.79,0.642,2,2019,Tree Cover,125.42,4.589,37.21,0
Banggai Laut,Banggai Laut_Kec_9,-1.119776,122.850163,226.72,271.39,26.34,3.57,0.195,12,2015,Built-up,600.11,4.652,1971.76,0
Tojo Una-Una,Tojo Una-Una_Kec_8,0.967102,122.978123,87.31,151.19,11.43,26.99,0.39,8,2020,Tree Cover,371.94,2.227,306.24,0
Tojo Una-Una,Tojo Una-Una_Kec_3,-0.506663,119.937743,119.24,120.0,69.21,9.47,0.69,8,2020,Tree Cover,881.64,1.809,773.26,0
Tolitoli,Tolitoli_Kec_10,-0.281009,121.252066,137.41,206.88,121.62,11.18,0.217,8,2022,Agriculture,724.43,2.685,242.02,0
Poso,Poso_Kec_11,0.703715,124.177423,126.58,141.94,527.98,26.95,0.367,10,2022,Tree Cover,15.07,2.852,867.56,0
Banggai,Banggai_Kec_3,0.461604,122.389456,102.55,204.98,102.97,10.86,0.25,10,2019,Agriculture,183.28,2.608,1422.04,0
Sigi,Sigi_Kec_8,0.404778,122.157275,146.87,152.39,71.32,2.49,0.532,12,2021,Tree Cover,333.46,3.969,2145.38,0
Morowali Utara,Morowali Utara_Kec_5,-0.100184,122.785152,139.16,214.94,79.14,14.22,0.653,12,2017,Tree Cover,547.79,3.969,607.93,0
Tolitoli,Tolitoli_Kec_7,-1.282428,122.339871,166.71,212.05,341.56,13.02,0.376,7,2020,Agriculture,221.88,1.398,761.47,0
Morowali Utara,Morowali Utara_Kec_14,-0.067105,121.296044,171.48,234.48,129.77,10.83,0.046,6,2017,Bareland,17.67,1.366,383.71,0
Banggai,Banggai_Kec_15,0.670871,121.423055,56.51,94.86,539.29,10.32,0.121,2,2016,Bareland,219.5,2.026,2106.0,0
Palu,Palu_Kec_7,-1.128052,120.695713,227.51,279.6,9.01,17.5,0.223,7,2016,Tree Cover,46.81,0.68,350.68,0
Morowali Utara,Morowali Utara_Kec_19,0.227469,122.790799,141.72,171.34,40.12,20.78,0.047,8,2023,Built-up,413.8,1.913,1448.75,0
Palu,Palu_Kec_19,-0.40616,121.398084,92.52,113.0,19.16,14.29,0.54,7,2019,Tree Cover,262.09,0.098,2294.22,0
Morowali Utara,Morowali Utara_Kec_16,-1.477157,123.340641,10.0,60.61,57.4,2.96,0.381,10,2015,Agriculture,807.94,4.195,313.66,0
Morowali,Morowali_Kec_10,-1.167341,123.785958,138.07,226.67,28.41,40.31,-0.118,11,2023,Bareland,76.48,1.229,54.36,0
Morowali Utara,Morowali Utara_Kec_18,-0.540454,121.984478,159.34,177.69,116.77,16.88,0.258,10,2017,Agriculture,115.73,1.448,1418.28,1
Tojo Una-Una,Tojo Una-Una_Kec_8,-0.886193,120.822579,101.34,122.43,7.32,14.51,0.13,10,2018,Bareland,133.18,5.844,628.56,0
Morowali Utara,Morowali Utara_Kec_16,0.328317,120.85746,137.91,211.31,159.64,18.42,0.208,5,2022,Agriculture,147.17,5.586,80.18,0
Morowali Utara,Morowali Utara_Kec_11,-0.787637,123.853442,10.0,48.76,81.41,41.62,0.472,4,2018,Tree Cover,612.84,4.417,340.4,0
Tolitoli,Tolitoli_Kec_6,-1.423303,120.356475,165.69,252.01,82.36,7.93,0.097,9,2021,Bareland,100.52,0.711,835.54,0
Sigi,Sigi_Kec_20,0.571562,120.205538,102.3,155.61,9.27,10.74,0.399,4,2017,Agriculture,15.65,1.056,346.85,0
Morowali Utara,Morowali Utara_Kec_19,-0.278753,122.689509,65.76,77.71,192.87,8.04,0.016,11,2021,Built-up,176.29,0.642,739.44,0
Banggai Laut,Banggai Laut_Kec_1,-1.039248,121.85475,79.74,128.66,211.16,18.12,0.322,2,2017,Agriculture,225.46,1.98,902.8,0
Banggai Laut,Banggai Laut_Kec_14,0.00945,122.912662,63.98,168.81,64.57,7.29,0.624,10,2019,Tree Cover,601.23,3.92,190.94,0
Sigi,Sigi_Kec_15,0.30415,120.067204,70.28,171.09,27.02,18.28,0.656,3,2018,Tree Cover,272.73,1.089,280.7,0
Sigi,Sigi_Kec_2,1.095908,119.752084,159.24,237.37,165.99,9.29,0.476,12,2020,Tree Cover,236.1,0.903,1003.42,0
Morowali Utara,Morowali Utara_Kec_11,-0.223589,122.989164,155.56,210.14,225.63,18.28,0.174,4,2019,Agriculture,147.17,3.821,720.06,0
Tojo Una-Una,Tojo Una-Una_Kec_11,0.386334,121.117652,183.27,291.51,83.93,8.4,0.274,1,2019,Tree Cover,395.64,4.287,352.79,0
Buol,Buol_Kec_13,-1.761308,122.201497,180.42,313.4,17.78,1.26,0.284,4,2021,Tree Cover,242.77,0.532,1416.26,1
Buol,Buol_Kec_14,-0.585825,119.938249,51.86,90.03,129.43,29.8,0.153,12,2017,Bareland,1239.35,4.016,101.87,0
Donggala,Donggala_Kec_16,-1.02977,123.520478,155.89,200.75,223.99,6.38,0.202,8,2024,Agriculture,145.76,3.165,265.32,0
Tolitoli,Tolitoli_Kec_18,-0.966465,123.35756,200.92,264.88,741.6,9.62,0.358,3,2020,Agriculture,639.24,1.551,294.27,0
Morowali,Morowali_Kec_8,0.893806,123.549622,229.49,296.71,90.77,5.34,-0.055,5,2019,Built-up,673.65,0.175,303.57,0
Donggala,Donggala_Kec_2,0.499582,123.010537,211.19,225.94,100.82,7.69,0.246,12,2023,Agriculture,213.34,2.298,51.24,0
Parigi Moutong,Parigi Moutong_Kec_7,-0.282205,120.309615,46.75,76.17,102.4,6.03,0.245,7,2023,Agriculture,358.36,5.646,837.04,0
Banggai Kepulauan,Banggai Kepulauan_Kec_5,-1.345703,121.887081,222.55,326.76,102.65,10.21,0.182,10,2018,Agriculture,590.06,3.337,723.55,1
Sigi,Sigi_Kec_16,-0.069055,121.227404,159.24,250.97,16.52,22.78,0.335,11,2018,Agriculture,278.14,3.706,593.3,0
Banggai Kepulauan,Banggai Kepulauan_Kec_7,-0.390254,122.012454,118.82,138.56,313.48,10.81,0.116,10,2021,Bareland,974.58,1.988,400.88,0
Tolitoli,Tolitoli_Kec_9,0.605053,121.847593,169.93,205.26,192.43,25.96,-0.036,2,2018,Bareland,716.25,0.193,99.05,0
Sigi,Sigi_Kec_20,-1.232149,121.796657,168.21,225.01,360.81,22.18,0.197,2,2020,Built-up,301.89,2.823,471.59,0
Tolitoli,Tolitoli_Kec_4,-1.057801,123.831462,135.11,149.81,2.89,12.29,0.212,11,2024,Agriculture,749.1,3.281,374.48,0
Poso,Poso_Kec_4,-1.762977,120.214804,107.05,181.46,182.27,27.55,0.184,4,2017,Built-up,161.11,0.419,59.05,0
Palu,Palu_Kec_10,-0.101945,123.890168,177.35,229.41,9.98,26.95,0.259,12,2023,Tree Cover,241.08,0.805,105.26,0
Morowali Utara,Morowali Utara_Kec_7,-1.062458,121.290699,198.89,212.06,15.97,3.53,0.372,8,2021,Agriculture,498.3,2.389,216.32,0
Banggai Kepulauan,Banggai Kepulauan_Kec_8,-1.262905,123.48757,175.57,283.63,128.91,14.52,0.451,6,2022,Agriculture,211.77,2.426,421.66,1
Tolitoli,Tolitoli_Kec_10,-1.257324,123.49579,211.04,234.74,108.95,24.84,0.382,2,2017,Agriculture,208.0,2.785,901.02,0
Buol,Buol_Kec_19,-0.094343,119.795885,214.1,283.09,1025.94,1.64,0.078,7,2021,Agriculture,110.01,3.555,2233.12,0
Morowali,Morowali_Kec_18,-1.068594,122.779517,119.18,139.07,50.88,25.81,0.587,9,2019,Tree Cover,132.15,4.423,753.51,0
Morowali Utara,Morowali Utara_Kec_12,-1.400454,120.806665,240.48,246.25,144.19,2.99,0.478,7,2019,Agriculture,339.29,2.856,76.7,0
Banggai,Banggai_Kec_11,-0.148405,121.536828,197.92,249.47,43.7,23.16,0.662,3,2023,Tree Cover,193.45,3.454,159.53,0
Palu,Palu_Kec_14,-1.204066,120.734285,176.13,181.17,177.34,41.47,0.364,4,2016,Tree Cover,82.29,1.736,409.08,0
Donggala,Donggala_Kec_14,-1.758414,122.746894,203.42,271.54,539.88,10.56,0.446,10,2024,Tree Cover,366.04,1.29,114.11,0
Banggai Laut,Banggai Laut_Kec_15,-0.84077,119.785586,130.36,139.47,88.19,32.44,0.042,5,2021,Built-up,74.44,0.951,131.79,0
Sigi,Sigi_Kec_14,-1.636602,120.41229,146.25,210.82,199.94,5.38,0.557,6,2017,Tree Cover,72.5,3.164,2035.86,0
Sigi,Sigi_Kec_17,0.675634,123.47529,205.94,233.63,30.9,18.91,0.297,3,2022,Tree Cover,476.71,0.54,732.97,0
Banggai Kepulauan,Banggai Kepulauan_Kec_18,-0.162229,124.131026,165.63,227.84,63.96,8.77,0.199,2,2017,Bareland,136.31,1.104,5.0,0
Tojo Una-Una,Tojo Una-Una_Kec_14,-1.547234,122.913263,130.37,201.14,305.77,8.76,0.069,7,2015,Built-up,820.64,2.879,1512.9,0
Banggai Kepulauan,Banggai Kepulauan_Kec_9,-1.295164,123.682211,82.77,139.12,254.87,35.01,0.457,3,2018,Tree Cover,694.54,2.839,978.35,0
Parigi Moutong,Parigi Moutong_Kec_3,-1.374017,121.021209,165.7,185.36,73.14,12.27,0.502,9,2016,Tree Cover,106.24,4.664,399.54,0
Poso,Poso_Kec_15,-1.767854,122.221287,146.95,203.6,88.38,35.6,0.9,6,2022,Built-up,3016.04,2.411,513.97,0
Parigi Moutong,Parigi Moutong_Kec_15,0.807525,122.150312,28.64,52.53,340.34,7.5,0.39,6,2015,Tree Cover,515.88,5.975,457.12,0
Morowali,Morowali_Kec_1,-0.764949,119.773664,131.47,141.03,49.6,16.38,0.38,1,2015,Tree Cover,224.84,4.248,294.19,0
Morowali,Morowali_Kec_6,-1.580989,123.220143,101.22,174.48,276.76,28.69,0.331,1,2019,Tree Cover,132.01,4.135,1350.23,0
Parigi Moutong,Parigi Moutong_Kec_12,0.519551,122.857939,151.87,186.88,7.69,7.45,0.417,1,2018,Tree Cover,383.68,5.184,248.57,0
Morowali,Morowali_Kec_9,0.776284,121.129407,83.04,137.83,111.78,19.74,0.403,1,2016,Tree Cover,1628.45,1.821,283.13,0
Banggai,Banggai_Kec_1,-1.307139,123.415807,165.82,189.26,26.44,23.35,0.309,6,2022,Agriculture,373.95,1.313,98.24,1
Donggala,Donggala_Kec_8,-0.292603,119.571906,154.36,279.04,421.43,43.13,0.601,6,2023,Tree Cover,245.42,3.891,135.47,0
Tolitoli,Tolitoli_Kec_14,-1.53766,121.386816,124.82,171.99,64.04,13.01,0.27,7,2020,Tree Cover,392.71,2.321,1194.16,0
Banggai,Banggai_Kec_8,0.083007,120.46008,209.09,273.52,14.31,9.78,0.41,4,2019,Tree Cover,101.43,2.324,113.5,0
Banggai Laut,Banggai Laut_Kec_16,-1.08755,120.999488,209.17,309.38,238.2,29.06,0.245,4,2016,Tree Cover,491.49,5.308,335.97,0
Buol,Buol_Kec_1,-1.723954,122.950234,131.72,177.19,188.23,18.37,0.243,5,2023,Agriculture,230.38,0.086,529.1,0
Poso,Poso_Kec_8,-0.876963,124.130298,183.14,208.92,158.23,12.33,0.131,1,2018,Bareland,68.5,5.715,1071.31,0
Tolitoli,Tolitoli_Kec_8,0.842685,119.74803,137.98,138.08,51.49,17.53,0.337,5,2017,Tree Cover,512.9,2.142,1922.35,0
Banggai Laut,Banggai Laut_Kec_19,0.486524,123.559034,110.0,117.24,377.4,30.68,0.507,6,2015,Tree Cover,558.53,0.355,411.17,0
Morowali,Morowali_Kec_16,-0.448949,123.244816,216.27,224.07,41.26,11.15,0.327,3,2018,Tree Cover,1585.39,3.212,403.05,1
Morowali Utara,Morowali Utara_Kec_18,0.616807,120.998343,152.12,218.59,192.62,18.88,0.073,1,2016,Bareland,92.1,0.961,1041.91,0
Morowali,Morowali_Kec_15,0.393752,123.348733,153.0,214.65,83.6,10.09,0.552,5,2017,Tree Cover,173.15,1.191,648.64,0
Poso,Poso_Kec_10,-1.179019,123.757029,138.3,168.01,228.13,26.82,0.381,8,2019,Tree Cover,47.91,5.027,974.82,0
Parigi Moutong,Parigi Moutong_Kec_4,0.416231,121.031339,194.91,212.64,42.85,22.25,0.466,1,2021,Agriculture,516.58,3.623,145.46,0
Morowali,Morowali_Kec_4,0.051583,124.349094,167.78,223.53,287.28,5.0,0.3,8,2024,Built-up,3660.77,2.04,586.03,0
Tolitoli,Tolitoli_Kec_18,0.615523,120.428885,143.66,168.88,214.77,4.46,-0.063,6,2020,Built-up,308.66,0.268,515.13,0
Sigi,Sigi_Kec_7,0.961608,119.560015,232.17,292.99,132.72,33.63,0.198,9,2018,Agriculture,264.29,5.033,219.36,0
Tolitoli,Tolitoli_Kec_16,-0.285266,123.343736,155.91,185.68,25.39,18.46,0.246,3,2017,Tree Cover,274.7,3.487,676.87,0
Tolitoli,Tolitoli_Kec_19,-0.8534,120.033118,110.94,153.15,291.0,13.29,0.204,3,2024,Built-up,2571.55,4.559,264.94,0
Buol,Buol_Kec_17,0.973925,119.781121,193.68,242.77,188.51,3.49,0.49,12,2016,Built-up,5006.22,0.145,2652.42,0
Banggai Kepulauan,Banggai Kepulauan_Kec_10,0.009639,119.898575,173.01,228.86,171.45,24.73,0.416,10,2018,Agriculture,695.13,3.76,112.59,0
Parigi Moutong,Parigi Moutong_Kec_10,-1.194615,124.044132,188.18,272.01,71.61,25.96,0.261,5,2015,Agriculture,335.94,5.909,187.66,0
Morowali,Morowali_Kec_6,-1.189395,123.345306,233.93,241.28,4.25,18.19,0.366,6,2018,Tree Cover,127.05,2.358,1415.52,0
Palu,Palu_Kec_18,1.006183,123.257117,158.35,220.87,90.32,13.68,0.469,6,2019,Agriculture,166.32,2.425,221.93,0
Poso,Poso_Kec_2,1.063662,124.092608,143.37,182.19,103.89,31.79,0.409,9,2021,Agriculture,1586.19,1.68,719.26,0
Banggai,Banggai_Kec_10,-1.399967,120.712721,171.28,215.01,52.37,15.42,0.709,10,2015,Tree Cover,665.65,2.067,1270.38,0
Tolitoli,Tolitoli_Kec_5,-0.953058,122.426484,155.96,203.96,28.1,10.06,0.582,1,2024,Tree Cover,314.46,3.513,1278.82,0
Banggai Laut,Banggai Laut_Kec_16,-0.429336,121.875542,169.42,216.57,238.91,9.47,0.3,7,2020,Agriculture,412.64,3.368,44.93,1
Palu,Palu_Kec_19,-0.262154,120.954384,207.31,254.37,72.74,14.4,0.041,12,2019,Bareland,255.48,2.03,2249.72,0
Tojo Una-Una,Tojo Una-Una_Kec_16,1.164372,121.926152,240.67,280.38,823.46,5.37,0.33,8,2020,Tree Cover,99.07,2.77,274.28,0
Morowali,Morowali_Kec_6,-1.464196,122.547529,219.61,279.4,863.81,28.68,0.486,8,2021,Agriculture,294.3,0.351,634.03,1
Poso,Poso_Kec_16,-1.011837,121.861242,166.23,212.45,347.05,13.72,0.688,6,2021,Tree Cover,204.06,0.492,98.06,0
Donggala,Donggala_Kec_3,-0.383321,123.064412,76.95,107.5,85.29,14.2,0.741,11,2018,Tree Cover,1041.52,4.74,19.47,0
Morowali Utara,Morowali Utara_Kec_16,0.265015,123.243492,170.93,211.12,624.0,21.87,0.246,5,2016,Agriculture,222.63,0.589,882.1,0
Banggai Kepulauan,Banggai Kepulauan_Kec_2,0.755538,123.585955,146.88,191.55,144.25,7.13,0.187,11,2021,Agriculture,651.69,3.091,471.78,1
Sigi,Sigi_Kec_19,-0.086402,123.817158,160.48,177.73,404.96,26.27,-0.102,11,2023,Bareland,121.7,1.502,2722.58,0
Donggala,Donggala_Kec_8,-1.057105,121.24026,55.62,87.73,149.35,4.74,0.324,1,2021,Agriculture,177.69,1.928,540.28,0
Banggai,Banggai_Kec_14,-1.223226,121.047348,146.59,207.51,117.65,18.16,0.502,7,2021,Tree Cover,1384.49,4.077,52.99,0
Banggai Kepulauan,Banggai Kepulauan_Kec_20,0.418744,120.554849,143.05,229.2,49.07,38.6,0.153,6,2017,Built-up,135.81,2.496,974.0,0
Parigi Moutong,Parigi Moutong_Kec_17,-0.699963,121.454587,118.5,190.46,14.09,9.85,0.37,11,2020,Tree Cover,333.43,4.139,300.14,0
Tojo Una-Una,Tojo Una-Una_Kec_15,0.304696,119.549138,63.94,86.46,236.43,6.36,0.69,4,2021,Tree Cover,200.74,5.925,204.08,0
Poso,Poso_Kec_19,0.029046,124.075492,173.65,204.28,167.99,26.51,0.384,10,2018,Tree Cover,779.85,3.137,42.02,0
Poso,Poso_Kec_19,-0.323995,121.051176,150.87,160.55,77.96,25.05,0.431,11,2020,Agriculture,613.79,1.846,1840.02,0
Banggai Kepulauan,Banggai Kepulauan_Kec_4,-0.484053,119.693785,229.73,279.65,61.73,7.96,0.35,10,2024,Agriculture,915.96,2.62,5566.82,0
Banggai Laut,Banggai Laut_Kec_7,-1.49035,122.425176,304.63,310.7,219.88,21.1,0.504,10,2024,Tree Cover,1107.0,1.582,116.63,1
Poso,Poso_Kec_3,-0.644826,124.214914,206.11,267.2,247.82,22.22,0.17,4,2015,Agriculture,114.39,5.989,62.33,0
Parigi Moutong,Parigi Moutong_Kec_6,-0.576312,121.238912,187.62,248.38,144.4,3.38,0.077,2,2016,Built-up,456.29,0.432,718.56,0
Donggala,Donggala_Kec_6,0.774991,121.81811,115.28,119.39,536.12,23.32,0.465,10,2020,Agriculture,621.43,1.876,47.03,0
Morowali Utara,Morowali Utara_Kec_15,0.200808,120.012646,149.77,210.89,407.05,9.01,0.314,1,2019,Tree Cover,510.91,4.046,325.06,0
Poso,Poso_Kec_2,0.093148,119.62492,155.73,259.81,186.16,10.21,0.516,4,2018,Tree Cover,754.89,1.177,410.19,1
Parigi Moutong,Parigi Moutong_Kec_10,-0.610228,120.12435,100.6,152.53,45.34,12.88,0.546,10,2021,Tree Cover,930.22,4.152,267.03,0
Tolitoli,Tolitoli_Kec_10,-0.882559,123.296195,115.36,171.25,143.83,9.71,0.563,6,2019,Tree Cover,521.9,3.009,2401.51,0
Tolitoli,Tolitoli_Kec_15,-1.742496,121.659947,181.55,212.54,297.95,30.46,0.483,3,2020,Agriculture,139.6,5.376,682.52,0
Banggai Laut,Banggai Laut_Kec_8,0.698081,121.967034,66.73,107.99,421.97,29.68,0.153,1,2022,Bareland,538.3,0.473,1364.35,0
Buol,Buol_Kec_19,-0.076253,122.073921,100.96,151.95,110.15,33.26,0.319,2,2016,Agriculture,235.74,0.791,364.44,0
Morowali Utara,Morowali Utara_Kec_4,-1.145091,119.773466,136.96,149.8,142.88,20.44,0.347,1,2017,Agriculture,242.1,1.396,113.07,0
Banggai Laut,Banggai Laut_Kec_5,-0.974926,120.618063,164.22,223.84,118.97,4.61,0.327,11,2015,Tree Cover,120.55,5.719,218.85,0
Sigi,Sigi_Kec_3,-0.377771,123.878426,127.6,147.46,75.88,15.97,0.316,6,2024,Agriculture,362.56,5.462,251.36,0
Sigi,Sigi_Kec_10,1.198051,120.557156,192.62,205.75,673.06,11.89,0.249,2,2017,Tree Cover,128.31,1.262,241.6,0
Tojo Una-Una,Tojo Una-Una_Kec_4,-0.601703,121.594646,243.05,296.94,473.11,21.76,0.316,10,2024,Tree Cover,43.36,4.405,152.89,0
Tolitoli,Tolitoli_Kec_10,0.111906,119.853483,177.29,192.44,1115.84,28.73,0.535,1,2018,Tree Cover,377.08,3.646,795.44,0
Tolitoli,Tolitoli_Kec_13,-1.367064,119.967797,113.34,143.24,266.39,10.25,0.248,7,2022,Tree Cover,113.38,3.175,178.14,0
Banggai,Banggai_Kec_18,0.439259,120.227587,249.33,288.44,806.34,24.58,0.137,5,2019,Bareland,1883.75,4.447,23.68,0
Tojo Una-Una,Tojo Una-Una_Kec_3,-1.641278,123.005721,223.6,275.68,116.5,27.88,0.27,10,2022,Agriculture,1457.28,3.732,68.17,0
Morowali Utara,Morowali Utara_Kec_11,-1.048979,123.658623,183.92,201.64,546.34,10.83,0.086,7,2023,Built-up,252.79,1.029,417.15,1
Poso,Poso_Kec_1,0.331265,121.594618,107.19,158.26,834.36,4.17,0.098,4,2019,Agriculture,623.52,5.838,5.0,0
Parigi Moutong,Parigi Moutong_Kec_19,-1.498627,122.04579,146.57,186.08,49.87,17.11,0.269,10,2023,Agriculture,338.29,0.167,1692.17,1
Buol,Buol_Kec_9,-0.775289,121.192534,135.3,193.42,34.79,13.93,0.151,7,2019,Built-up,70.71,4.875,409.14,1
Palu,Palu_Kec_6,-0.580612,123.35918,197.76,246.6,476.67,17.15,0.257,11,2019,Tree Cover,647.44,0.347,129.93,0
Banggai,Banggai_Kec_15,-0.072623,122.72575,151.88,193.68,538.44,21.72,0.334,6,2018,Tree Cover,12.6,4.122,559.69,0
Sigi,Sigi_Kec_19,-0.344128,120.246908,97.69,161.9,411.76,6.12,0.389,9,2020,Tree Cover,156.44,4.916,3088.58,0
Banggai Laut,Banggai Laut_Kec_16,-0.435129,123.267378,156.93,174.35,158.04,19.24,0.467,9,2022,Agriculture,207.17,4.334,85.33,0
Tojo Una-Una,Tojo Una-Una_Kec_12,-0.731798,123.44457,183.06,195.11,53.75,19.61,0.151,3,2024,Bareland,385.03,4.217,1137.93,0
Morowali,Morowali_Kec_11,-0.28158,123.573125,151.14,223.27,600.27,31.17,-0.285,7,2022,Built-up,55.32,2.977,680.35,0
Donggala,Donggala_Kec_6,0.581865,121.932414,101.08,129.08,54.58,18.1,0.246,1,2021,Tree Cover,487.83,3.333,352.74,0
Morowali Utara,Morowali Utara_Kec_16,1.096554,121.386742,52.53,76.72,122.41,6.99,0.164,3,2018,Bareland,152.69,3.404,183.51,0
Banggai Laut,Banggai Laut_Kec_13,-1.643163,123.762713,207.77,266.99,86.94,10.9,0.294,1,2022,Agriculture,187.98,0.786,700.27,0
Tojo Una-Una,Tojo Una-Una_Kec_3,-0.835401,119.673254,133.51,174.94,7.76,20.83,0.377,11,2015,Tree Cover,315.55,1.835,131.21,0
Poso,Poso_Kec_11,-0.672086,123.28155,224.49,250.3,3.64,13.12,0.322,10,2017,Agriculture,33.97,0.695,1669.55,1
Buol,Buol_Kec_13,-1.295646,122.061303,123.53,243.67,584.45,17.24,0.361,12,2021,Agriculture,574.56,5.974,876.45,0
Banggai Laut,Banggai Laut_Kec_18,0.969522,119.579259,110.7,177.17,12.73,16.99,0.074,2,2015,Bareland,51.5,2.248,139.04,0
Morowali Utara,Morowali Utara_Kec_2,-1.769969,123.912046,134.02,139.37,256.79,30.39,0.35,1,2020,Agriculture,142.48,0.916,956.36,0
Banggai,Banggai_Kec_12,0.548237,124.187406,129.28,153.71,55.8,25.51,0.672,6,2024,Tree Cover,131.86,2.443,42.07,0
Banggai Kepulauan,Banggai Kepulauan_Kec_16,-1.430045,121.504852,89.04,175.3,325.08,17.65,0.06,2,2021,Built-up,121.79,2.232,89.47,0
Tojo Una-Una,Tojo Una-Una_Kec_2,-1.435884,124.429671,180.17,214.62,172.82,37.47,0.392,4,2017,Agriculture,1158.52,5.208,1795.25,0
